,car_full_nm,horsepower_bhp,rpm_horsepower_measure_point,torque_lb_ft,rpm_torque_measure_point,car_0_60_time_seconds,engine_size_cc,engine_size_ci,top_speed_mph,top_speed_kph,horsepower_per_ton_bhp,year,decade,make_nm,car_weight_tons,torque_per_ton
1341,Austin-Healey 3000 MKIII BJ8 - [1964],150,5250,173.0,3000.0,0.0,2912.0,177.7,122.0,196.0,139.2,1964,1960s,Austin-Healey,1.07758620689655,160.54399999999998
1342,Ford Sierra XR4X4 - [1989],150,5700,172.0,3000.0,0.0,2933.0,178.9,129.0,207.0,116.2,1989,1980s,Ford,1.2908777969018899,133.242666666667
1343,Chevrolet Corvette C1 235 Convertible - [1953],150,4200,223.0,2400.0,0.0,3859.0,235.4,108.0,173.0,116.2,1953,1950s,Chevrolet,1.2908777969018899,172.75066666666697
1344,Triumph TR6 2.5L - [1969],150,5500,164.0,3500.0,0.0,2498.0,152.4,119.0,191.0,132.7,1969,1960s,Triumph,1.13036925395629,145.08533333333298
1345,Triumph TR5 2.5L - [1967],150,5500,164.0,3500.0,0.0,2498.0,152.4,120.0,193.0,145.6,1967,1960s,Triumph,1.0302197802197801,159.189333333333
1346,BMW 507 3.2 V8 - [1956],150,5000,173.0,4000.0,0.0,3169.0,193.3,122.0,196.0,114.0,1956,1950s,BMW,1.31578947368421,131.48
1347,Vauxhall-Opel Kadett 2.0 16V GSi - [1988],150,6000,144.0,4800.0,0.0,1998.0,121.9,132.0,212.0,148.9,1988,1980s,Vauxhall-Opel,1.0073875083949,142.944
1348,Ford Granada Scorpio 4x4 2.8 V6 - [1986],150,5800,162.0,3000.0,0.0,2792.0,170.3,126.0,202.0,106.3,1986,1980s,Ford,1.4111006585136399,114.804
1349,Ford Granada 2.8i V6 - [1982],150,5800,162.0,3000.0,0.0,2792.0,170.3,117.0,188.0,106.2,1982,1980s,Ford,1.41242937853107,114.696
1350,Peugeot 505 2.2 GTi Turbo - [1979],150,5200,171.0,3000.0,0.0,2155.0,131.5,124.0,199.0,112.7,1979,1970s,Peugeot,1.33096716947649,128.47799999999998
1351,Marcos Mantis 2.5l Coupe - [1970],150,5500,158.0,3000.0,0.0,2498.0,152.4,120.0,193.0,103.4,1970,1970s,Marcos,1.45067698259188,108.914666666667
1352,Alfa-Romeo 147 TS Selespeed - [2001],148,6300,133.0,3800.0,0.0,1970.0,120.2,129.0,207.0,118.4,2001,2000s,Alfa-Romeo,1.25,106.4
1353,Ford Fiesta ST - [2005],148,6000,140.0,4500.0,0.0,1999.0,121.9,129.0,207.0,130.1,2005,2000s,Ford,1.13758647194466,123.06756756756799
1354,Peugeot 207 CC GT - [2006],148,5800,177.0,1400.0,0.0,1598.0,97.5,129.0,207.0,104.3,2006,2000s,Peugeot,1.4189837008629,124.737162162162
1355,Volkswagen(VW) Polo 1.8T GTi - [2006],148,5800,162.0,1950.0,0.0,1781.0,108.6,132.0,212.0,115.3,2006,2000s,Volkswagen(VW),1.2836079791847401,126.20675675675699
1356,Triumph TR8 3.5 V8 - [1978],148,5000,164.0,3500.0,0.0,3532.0,215.5,135.0,217.0,123.0,1978,1970s,Triumph,1.2032520325203302,136.297297297297
1357,Ford Capri RS 3100 - [1973],148,5000,192.0,3000.0,0.0,3093.0,188.7,125.0,201.0,140.9,1973,1970s,Ford,1.05039034776437,182.789189189189
1358,Mazda 323 Turbo - [1986],148,6000,144.0,5000.0,0.0,1598.0,97.5,125.0,201.0,133.3,1986,1980s,Mazda,1.1102775693923501,129.697297297297
1359,Volkswagen(VW) Golf GT TDi 150 - [2000],148,4000,236.0,1900.0,0.0,1896.0,115.7,134.0,215.0,117.1,2000,2000s,Volkswagen(VW),1.26387702818104,186.72702702702702
1360,Ford Capri Mk1 RS2600 - [1971],148,5600,165.0,3500.0,0.0,2637.0,160.9,126.0,202.0,139.6,1971,1970s,Ford,1.06017191977077,155.63513513513502
1361,Toyota 2000 GT 2.0L Coupe - [1968],148,6600,129.0,5000.0,0.0,1998.0,121.9,137.0,220.0,131.5,1968,1960s,Toyota,1.1254752851711,114.61824324324301
1362,Mercedes SL Class 230SL W113 - [1963],148,5500,145.0,4200.0,0.0,2308.0,140.8,124.0,199.0,114.2,1963,1960s,Mercedes,1.29597197898424,111.885135135135
1363,Vauxhall-Opel Corsa 1.6 VXR OPC - [2010],148,5000,155.0,1850.0,0.0,1598.0,97.5,140.0,225.0,121.0,2010,2010s,Vauxhall-Opel,1.22314049586777,126.722972972973
1364,Peugeot 309 1.9 GTi 16v - [1992],148,6400,122.0,5000.0,0.0,1905.0,116.2,134.0,215.0,151.7,1992,1990s,Peugeot,0.975609756097561,125.05
1365,Seat Ibiza 1.4 FR Turbo Supercharged - [2012],148,5800,162.0,1250.0,0.0,1390.0,84.8,132.0,212.0,118.0,2012,2010s,Seat,1.25423728813559,129.162162162162
1366,Alpine A310 2.7 V6 - [1976],148,6000,150.0,3500.0,0.0,2664.0,162.5,137.0,220.0,145.6,1976,1970s,Alpine,1.01648351648352,147.567567567568
1367,Mercedes 300 S Roadster - [1951],148,5000,170.0,3800.0,0.0,2996.0,182.8,109.0,175.0,85.0,1951,1950s,Mercedes,1.74117647058824,97.6351351351351
1368,Mitsubishi Colt CZT 1.5 Turbo - [2005],147,6000,155.0,3500.0,0.0,1468.0,89.5,131.0,210.0,137.3,2005,2000s,Mitsubishi,1.07064821558631,144.772108843537
1369,Chevrolet Chevelle-Malibu SS 350 Coupe 2nd Gen - [1973],147,4000,255.0,2400.0,0.0,5733.0,349.8,110.0,177.0,87.5,1973,1970s,Chevrolet,1.68,151.785714285714
1370,Mercedes 200 W114 Sedan Serie 1 - [1967],146,5600,162.0,3800.0,0.0,2496.0,152.3,112.0,180.0,107.3,1967,1960s,Mercedes,1.3606710158434299,119.05890410958901
1371,Saab 99 2.0L Turbo - [1980],145,5000,174.0,3000.0,0.0,1985.0,121.1,120.0,193.0,128.3,1980,1980s,Saab,1.13016367887763,153.96
1372,Triumph Stag 3.0 V8 Convertible Mk1 - [1970],145,5500,167.0,3500.0,0.0,2997.0,182.8,115.0,185.0,113.7,1970,1970s,Triumph,1.2752858399296398,130.95103448275898
1373,Ford Thunderbird 2.3 Turbo 9th Gen - [1987],145,4600,180.0,3600.0,0.0,2301.0,140.4,138.0,222.0,106.6,1987,1980s,Ford,1.36022514071295,132.331034482759
1374,Triumph Stag 3.0 V8 Convertible Mk2 - [1977],144,5700,167.0,3500.0,0.0,2997.0,182.8,120.0,193.0,120.3,1977,1970s,Triumph,1.19700748129676,139.514583333333
1375,Vauxhall-Opel Astra 2.2 16V - [2003],144,5800,150.0,4000.0,0.0,2198.0,134.1,133.0,214.0,111.1,2003,2000s,Vauxhall-Opel,1.2961296129613,115.729166666667
1376,Jensen GT 2.0 16v - [1976],144,6500,134.0,5000.0,0.0,1973.0,120.4,119.0,191.0,131.2,1976,1970s,Jensen,1.09756097560976,122.088888888889
1377,MG F 1.8i VVC - [1995],143,7000,128.0,4500.0,0.0,1796.0,109.5,126.0,202.0,133.6,1995,1990s,MG,1.0703592814371299,119.58601398601401
1378,Nissan Skyline Hardtop 2000 Turbo GT-E - [1980],143,5600,152.0,3200.0,0.0,1998.0,121.9,112.0,180.0,118.1,1980,1980s,Nissan,1.2108382726503002,125.532867132867
1379,Mini Cooper SD Paceman - [2012],141,4000,225.0,1750.0,0.0,1995.0,121.7,124.0,199.0,101.4,2012,2010s,Mini,1.3905325443787,161.808510638298
1380,Ferrari 166 MM - [1948],140,6600,117.0,5000.0,0.0,1995.0,121.7,125.0,201.0,233.3,1948,1940s,Ferrari,0.600085726532362,194.97214285714298
1381,Ferrari 212 Export - [1951],140,6500,159.0,4000.0,0.0,2562.0,156.3,121.0,194.0,151.6,1951,1950s,Ferrari,0.923482849604222,172.17428571428601
1382,Aston-Martin 2/4 MK II - [1955],140,5000,178.0,3000.0,0.0,2922.0,178.3,119.0,191.0,118.9,1955,1950s,Aston-Martin,1.17746005046257,151.172857142857
1383,Datsun 280 ZX - [1979],140,5200,149.0,4000.0,0.0,2753.0,167.9,117.0,188.0,110.0,1979,1970s,Datsun,1.27272727272727,117.07142857142901
1384,Frazer-Nash Sebring 2.0 Roadster - [1954],140,5750,135.0,4750.0,0.0,1971.0,120.2,130.0,209.0,177.8,1954,1950s,Frazer-Nash,0.78740157480315,171.45
1385,Alfa-Romeo Disco Volante 1900 Touring Coupe - [1953],140,6500,122.0,5000.0,0.0,1997.0,121.8,137.0,220.0,186.6,1953,1950s,Alfa-Romeo,0.7502679528403,162.608571428571
1386,Jensen Healey 2.0 16v - [1972],140,6500,130.0,5000.0,0.0,1973.0,120.4,119.0,191.0,145.0,1972,1970s,Jensen,0.96551724137931,134.642857142857
1387,Volkswagen(VW) Golf 1.8 16v GTi - [1988],139,6100,124.0,4600.0,0.0,1781.0,108.6,124.0,199.0,125.1,1988,1980s,Volkswagen(VW),1.11111111111111,111.6
1388,BMW 3 Series 318is 4d Saloon E46 - [1996],138,6000,133.0,4300.0,0.0,1895.0,115.6,132.0,212.0,109.5,1996,1990s,BMW,1.2602739726027399,105.532608695652
1389,Caterham 7 Superlight - [1996],138,7000,115.0,5000.0,0.0,1588.0,96.9,129.0,207.0,288.7,1996,1990s,Caterham,0.478004849324558,240.583333333333
1390,Ford Capri 3000E GT - [1970],138,0,174.0,0.0,0.0,2994.0,182.7,122.0,196.0,125.1,1970,1970s,Ford,1.1031175059952,157.734782608696
1391,Toyota MR2 1.8 VVTi - [2000],138,0,125.0,0.0,0.0,1794.0,109.4,131.0,210.0,133.9,2000,2000s,Toyota,1.03061986557132,121.286231884058
1392,Ford Granada 3.0 V6 - [1976],138,5000,192.0,3000.0,0.0,2994.0,182.7,111.0,178.0,100.5,1976,1970s,Ford,1.37313432835821,139.826086956522
1393,Alfa-Romeo Disco Volante 1900 Touring Spider - [1952],138,6500,122.0,5000.0,0.0,1997.0,121.8,137.0,220.0,184.0,1952,1950s,Alfa-Romeo,0.75,162.666666666667
1394,Volvo 242 GT 2.3 - [1979],138,5750,141.0,4500.0,0.0,2316.0,141.3,113.0,181.0,104.5,1979,1970s,Volvo,1.3205741626794298,106.77173913043501
1395,Caterham Super 7 1.6 16v - [1995],138,7000,115.0,5000.0,0.0,1588.0,96.9,115.0,185.0,249.0,1995,1990s,Caterham,0.55421686746988,207.5
1396,Alfa-Romeo 33 1.7 Boxer Cloverleaf - [1990],137,3500,116.0,4600.0,0.0,1712.0,104.4,129.0,207.0,135.6,1990,1990s,Alfa-Romeo,1.01032448377581,114.81459854014601
1397,MG B GT V8 - [1973],137,5000,193.0,2900.0,0.0,3532.0,215.5,125.0,201.0,126.3,1973,1970s,MG,1.08471892319873,177.926277372263
1398,Peugeot 206 2.0 GTi - [1999],137,6000,140.0,4100.0,0.0,1997.0,121.8,130.0,209.0,121.7,1999,1990s,Peugeot,1.12571898110107,124.36496350365
1399,Renault 19 1.8 16V - [1991],137,0,119.0,0.0,0.0,1763.0,107.5,134.0,215.0,128.0,1991,1990s,Renault,1.0703125,111.18248175182501
1400,Fiat Punto 1.4 GT - [1994],136,5750,113.0,3000.0,0.0,1372.0,83.7,123.0,197.0,136.0,1994,1990s,Fiat,1.0,113.0
1401,Fiat Punto 1.8 16V HGT Abarth - [1998],136,7000,165.0,3500.0,0.0,1800.0,109.8,130.0,209.0,130.7,1998,1990s,Fiat,1.04055087987758,158.56985294117598
1402,Volkswagen(VW) Jetta GTi 1.8 16v - [1988],136,6100,119.0,4600.0,0.0,1781.0,108.6,125.0,201.0,143.1,1988,1980s,Volkswagen(VW),0.950384346610762,125.2125
1403,Peugeot 504 2.7 V6 - [1974],136,5750,153.0,3500.0,0.0,2664.0,162.5,116.0,186.0,107.0,1974,1970s,Peugeot,1.27102803738318,120.375
1404,Peugeot 306 2.0 XSi - [1997],135,5500,133.0,4200.0,0.0,1998.0,121.9,125.0,201.0,119.0,1997,1990s,Peugeot,1.1344537815126101,117.23703703703698
1405,Vauxhall-Opel Chevette 2300 HS - [1978],135,5500,134.0,4500.0,0.0,2279.0,139.0,115.0,185.0,133.1,1978,1970s,Vauxhall-Opel,1.01427498121713,132.114074074074
1406,Rover P5 MkII/III - [1962],134,5000,169.0,1750.0,0.0,2994.0,182.7,111.0,178.0,81.1,1962,1960s,Rover,1.6522811344019699,102.282835820896
1407,Vauxhall-Opel Astra GSi 2.0 16v - [1997],134,5600,139.0,3200.0,0.0,1998.0,121.9,129.0,207.0,117.0,1997,1990s,Vauxhall-Opel,1.14529914529915,121.365671641791
1408,Mercedes 230 CE - [1981],134,5100,151.0,3500.0,0.0,2299.0,140.2,112.0,180.0,97.1,1981,1980s,Mercedes,1.38002059732235,109.418656716418
1409,Lotus Elise Club Racer - [2011],134,6800,118.0,4400.0,0.0,1598.0,97.5,127.0,204.0,157.2,2011,2010s,Lotus,0.8524173027989821,138.429850746269
1410,Lotus Elise S - [2006],134,6200,127.0,4200.0,0.0,1794.0,109.4,127.0,204.0,155.8,2006,2000s,Lotus,0.86007702182285,147.661194029851
1411,Proton Satria 1.8 GTi - [2000],133,6500,119.0,5500.0,0.0,1834.0,111.9,126.0,202.0,119.2,2000,2000s,Proton,1.11577181208054,106.652631578947
1412,Renault Twingo 1.6 133 Renaultsport Cup - [2011],133,6750,118.0,4400.0,0.0,1598.0,97.5,125.0,201.0,126.6,2011,2010s,Renault,1.05055292259084,112.321804511278
1413,Ford Fiesta RS Turbo - [1990],133,5500,135.0,2400.0,0.0,1597.0,97.4,130.0,209.0,146.1,1990,1990s,Ford,0.910335386721424,148.296992481203
1414,Ford Mustang 2 King Cobra - [1978],133,3600,243.0,1600.0,0.0,4942.0,301.5,132.0,212.0,97.8,1978,1970s,Ford,1.359918200409,178.68721804511299
1415,Lotus Elise Sport 135 - [2002],133,6200,129.0,4850.0,0.0,1796.0,109.5,129.0,207.0,175.9,2002,2000s,Lotus,0.7561114269471291,170.60977443609
1416,Toyota Starlet-Glanza GT Turbo - [1989],133,6400,116.0,4800.0,0.0,1331.0,81.2,130.0,209.0,149.4,1989,1980s,Toyota,0.8902275769745649,130.303759398496
1417,Ford Escort Mk4 RS Turbo - [1985],132,5750,133.0,2750.0,0.0,1597.0,97.4,122.0,196.0,122.2,1985,1980s,Ford,1.08019639934534,123.125757575758
1418,Renault Fuego 1.6 Turbo - [1980],132,5500,147.0,3000.0,0.0,1565.0,95.5,120.0,193.0,125.7,1980,1980s,Renault,1.0501193317422401,139.984090909091
1419,Vauxhall-Opel Firenza Droop Snoot 2.3 Litre - [1973],131,5500,144.0,3500.0,0.0,2279.0,139.0,114.0,183.0,125.9,1973,1970s,Vauxhall-Opel,1.04050833995234,138.39389312977102
1420,Citroen C5 2.2 HDi 16v - [2001],131,4000,232.0,2000.0,0.0,2197.0,134.0,127.0,204.0,83.8,2001,2000s,Citroen,1.56324582338902,148.40916030534402
1421,Toyota Yaris 1.8L TS - [2007],131,6000,128.0,4400.0,0.0,1798.0,109.7,121.0,194.0,116.9,2007,2000s,Toyota,1.1206159110350702,114.222900763359
1422,Ford Thunderbird 300 4.9L V8 8th Gen - [1980],131,3600,230.0,1600.0,0.0,4942.0,301.5,101.0,162.0,87.3,1980,1980s,Ford,1.50057273768614,153.274809160305
1423,DeLorean DMC -12 - [1981],130,0,153.0,0.0,0.0,2849.0,173.8,130.0,209.0,104.5,1981,1980s,DeLorean,1.24401913875598,122.988461538462
1424,Fiat Barchetta 1.8 16V - [1995],130,6300,117.0,4300.0,0.0,1747.0,106.6,124.0,199.0,122.6,1995,1990s,Fiat,1.0603588907014698,110.34
1425,Mazda MX5 1.8i - [2005],130,6500,123.0,4500.0,0.0,1798.0,109.7,122.0,196.0,112.5,2005,2000s,Mazda,1.1555555555555599,106.442307692308
1426,Peugeot 205 GTi 1.9 8v - [1986],130,6000,119.0,4750.0,0.0,1905.0,116.2,123.0,197.0,148.5,1986,1980s,Peugeot,0.875420875420875,135.934615384615
1427,Peugeot 309 1.9 GTi 8V - [1986],130,6000,119.0,4750.0,0.0,1905.0,116.2,124.0,199.0,131.9,1986,1980s,Peugeot,0.985595147839272,120.739230769231
1428,Skoda Fabia 1.9 vRS 130bhp - [2003],130,4000,228.0,1900.0,0.0,1896.0,115.7,127.0,204.0,98.8,2003,2000s,Skoda,1.31578947368421,173.28
1429,Jensen Interceptor 4.0 12v Cabriolet - [1949],130,3700,212.0,2200.0,0.0,3990.0,243.4,102.0,164.0,86.7,1949,1940s,Jensen,1.49942329873126,141.387692307692
1430,Ferrari 195 Inter - [1950],130,6000,114.0,5000.0,0.0,2341.0,142.8,111.0,178.0,136.8,1950,1950s,Ferrari,0.9502923976608192,119.963076923077
1431,Caterham Super 7 1.4 Supersport - [1995],130,7400,100.0,5000.0,0.0,1396.0,85.1,114.0,183.0,225.6,1995,1990s,Caterham,0.576241134751773,173.538461538462
1432,Ford Escort XR3i - [1992],129,6250,119.0,4500.0,0.0,1796.0,109.5,126.0,202.0,118.3,1992,1990s,Ford,1.09044801352494,109.129457364341
1433,Fiat Strada Abarth 130 TC - [1984],128,5900,130.0,3600.0,0.0,1995.0,121.7,0.0,0.0,134.7,1984,1980s,Fiat,0.950259836674091,136.8046875
1434,Fiat 124 Abarth Rallye - [1972],128,6200,117.0,5200.0,0.0,1756.0,107.1,118.0,189.0,136.3,1972,1970s,Fiat,0.939104915627293,124.58671875
1435,Triumph Dolomite Sprint - [1973],127,5200,122.0,4500.0,0.0,1998.0,121.9,116.0,186.0,128.1,1973,1970s,Triumph,0.991412958626073,123.056692913386
1436,Mitsubishi FTO 1.8 - [1994],125,6000,125.0,6000.0,0.0,1834.0,111.9,125.0,201.0,111.6,1994,1990s,Mitsubishi,1.12007168458781,111.6
1437,Volkswagen(VW) Lupo 1.6 GTi - [2001],125,6500,112.0,3000.0,0.0,1598.0,97.5,127.0,204.0,127.8,2001,2000s,Volkswagen(VW),0.978090766823161,114.5088
1438,Lancia Flaminia Coupe 3 B 2.5 GT - [1963],125,5600,135.0,3500.0,0.0,2458.0,149.9,111.0,178.0,82.2,1963,1960s,Lancia,1.52068126520681,88.77600000000001
1439,Renault 18 1.6 Turbo - [1980],125,5500,133.0,2500.0,0.0,1565.0,95.5,121.0,194.0,120.1,1980,1980s,Renault,1.04079933388843,127.7864
1440,Alfa-Romeo Giulia GT 1600 Junior Z - [1972],125,6000,115.0,2800.0,0.0,1570.0,95.8,118.0,189.0,131.5,1972,1970s,Alfa-Romeo,0.950570342205323,120.98
1441,Volvo 144 Grand Luxe 2.0 8v - [1966],124,6000,123.0,3500.0,0.0,1986.0,121.1,106.0,170.0,96.1,1966,1960s,Volvo,1.29032258064516,95.325
1442,Citroen C2 1.6 VTS 3-5dr - [2004],123,6500,105.0,4000.0,0.0,1587.0,96.8,126.0,202.0,113.8,2004,2000s,Citroen,1.08084358523726,97.14634146341459
1443,Ford Puma 1.7 16V - [1997],123,6300,116.0,4500.0,0.0,1679.0,102.4,122.0,196.0,118.1,1997,1990s,Ford,1.04149026248942,111.378861788618
1444,Suzuki Swift 1.6 VVT Sport - [2005],123,6800,109.0,4800.0,0.0,1586.0,96.7,124.0,199.0,111.3,2005,2000s,Suzuki,1.10512129380054,98.63170731707321
1445,Vauxhall-Opel Corsa 1.8 GSi - [2004],123,6000,122.0,4600.0,0.0,1796.0,109.5,126.0,202.0,125.5,2004,2000s,Vauxhall-Opel,0.9800796812749,124.47967479674801
1446,Vauxhall-Opel Corsa 1.8 Sport SRi - [2001],123,6000,122.0,4600.0,0.0,1796.0,109.5,126.0,202.0,113.3,2001,2000s,Vauxhall-Opel,1.0856134157105,112.378861788618
1447,Ferrari 159 S 1.9L V12 - [1947],123,7000,96.0,5000.0,0.0,1903.0,116.1,124.0,199.0,144.7,1947,1940s,Ferrari,0.8500345542501729,112.936585365854
1448,Toyota Land Cruiser 3.0 TD - [1994],123,3600,218.0,2000.0,0.0,2982.0,181.9,93.0,149.0,61.5,1994,1990s,Toyota,2.0,109.0
1449,Fiat Strada-Ritmo Abarth 125 TC - [1984],123,5800,126.0,3500.0,0.0,1995.0,121.7,121.0,194.0,129.4,1984,1980s,Fiat,0.950540958268933,132.556097560976
1450,Fiat Strada-Ritmo Abarth 125 TC - [1981],123,5800,127.0,3500.0,0.0,1995.0,121.7,118.0,189.0,125.5,1981,1980s,Fiat,0.9800796812749,129.581300813008
1451,Rover 200 216 GTi Coupe - [1993],122,6800,103.0,5700.0,0.0,1600.0,97.6,124.0,199.0,111.9,1993,1990s,Rover,1.09025915996425,94.47295081967209
1452,Toyota MR2 Mk1 - [1985],122,6600,104.0,5000.0,0.0,1587.0,96.8,119.0,191.0,131.8,1985,1980s,Toyota,0.9256449165402121,112.354098360656
1453,Toyota Corolla GT Coupe AE86 - [1983],122,6600,105.0,5200.0,0.0,1587.0,96.8,122.0,196.0,125.7,1983,1980s,Toyota,0.9705648369132859,108.184426229508
1454,Renault 5 Turbo Phase 1 - [1978],121,5750,163.0,3250.0,0.0,1397.0,85.2,124.0,199.0,123.4,1978,1970s,Renault,0.980551053484603,166.23305785123998
1455,Citroen Saxo 1.6i VTS - [1999],120,0,107.0,0.0,0.0,1587.0,96.8,127.0,204.0,128.3,1999,1990s,Citroen,0.935307872174591,114.400833333333
1456,Peugeot 106 16v GTi - [1996],120,6600,107.0,5200.0,0.0,1587.0,96.8,127.0,204.0,129.7,1996,1990s,Peugeot,0.9252120277563609,115.649166666667
1457,Renault 5 GT Turbo - [1987],120,5750,122.0,3750.0,0.0,1397.0,85.2,120.0,193.0,144.4,1987,1980s,Renault,0.831024930747922,146.806666666667
1458,Audi A1 1.4 TFSI - [2011],120,5000,147.0,1500.0,0.0,1390.0,84.8,126.0,202.0,106.6,2011,2010s,Audi,1.1257035647279499,130.585
1459,Mini Cooper Paceman - [2012],120,6000,118.0,4250.0,0.0,1598.0,97.5,119.0,191.0,90.2,2012,2010s,Mini,1.33037694013304,88.6966666666667
1460,Jaguar Mark V 3.5L - [1949],120,4500,180.0,2300.0,0.0,3486.0,212.7,91.0,146.0,67.9,1949,1940s,Jaguar,1.76730486008837,101.85
1461,BMW 2000 CS - [1965],120,5600,123.0,3500.0,0.0,1991.0,121.4,110.0,177.0,104.3,1965,1960s,BMW,1.15052732502397,106.9075
1462,Studebaker Commander 3.8 V8 Coupe - [1953],120,4000,190.0,2000.0,0.0,3809.0,232.4,93.0,149.0,70.9,1953,1950s,Studebaker,1.6925246826516203,112.258333333333
1463,Peugeot 205 GTi 1.9 8v - [1992],120,6000,111.0,3800.0,0.0,1905.0,116.2,126.0,202.0,136.3,1992,1990s,Peugeot,0.880410858400587,126.0775
1464,Skoda Rapid 1.4 tsi Spaceback - [2013],120,5000,148.0,1500.0,0.0,1390.0,84.8,126.0,202.0,97.9,2013,2010s,Skoda,1.22574055158325,120.743333333333
1465,Ford Fiesta 1.6 Zetec S - [2008],118,6000,112.0,4050.0,0.0,1596.0,97.3,120.0,193.0,121.6,2008,2000s,Ford,0.970394736842105,115.416949152542
1466,Lotus Elise S1 - [1996],118,5500,122.0,3000.0,0.0,1796.0,109.5,126.0,202.0,161.4,1996,1990s,Lotus,0.731102850061958,166.871186440678
1467,Peugeot 207 1.6 16v - [2006],118,6000,118.0,4250.0,0.0,1598.0,97.5,124.0,199.0,87.2,2006,2000s,Peugeot,1.35321100917431,87.2
1468,Renault Captur 1.2 Turbo TCe 120 EDC - [2013],118,4900,140.0,2000.0,0.0,1197.0,73.0,119.0,191.0,100.0,2013,2010s,Renault,1.18,118.64406779661002
1469,Alpine A110 1300 - [1968],118,7200,90.0,4500.0,0.0,1296.0,79.0,137.0,220.0,188.8,1968,1960s,Alpine,0.625,144.0
1470,Mazda MX5 1.6 - [1990],116,6500,100.0,5500.0,0.0,1597.0,97.4,114.0,183.0,122.3,1990,1990s,Mazda,0.9484873262469341,105.431034482759
1471,Volkswagen(VW) Polo G40 1.3 Supercharged - [1992],116,6000,111.0,3800.0,0.0,1272.0,77.6,121.0,194.0,139.7,1992,1990s,Volkswagen(VW),0.8303507516105941,133.678448275862
1472,Volkswagen(VW) Polo GT G40 1.3 Supercharged - [1985],116,6000,107.0,3600.0,0.0,1272.0,77.6,121.0,194.0,161.1,1985,1980s,Volkswagen(VW),0.7200496585971451,148.600862068966
1473,Rover P5 Mk1/1A - [1958],115,4500,164.0,1500.0,0.0,2995.0,182.7,100.0,160.0,70.2,1958,1950s,Rover,1.63817663817664,100.111304347826
1474,Morgan 3 Wheeler 2.0l V-Twin - [2011],115,4500,103.0,3250.0,4.5,1976.0,120.5,115.0,185.0,219.0,2011,2010s,Morgan,0.525114155251142,196.14782608695702
1475,Ford Escort Mk2 RS1800 - [1975],115,6000,120.0,4000.0,0.0,1845.0,112.5,111.0,178.0,125.8,1975,1970s,Ford,0.914149443561208,131.269565217391
1476,Vauxhall-Opel Kadett 1.8 GTE - [1983],115,5800,111.0,4800.0,0.0,1796.0,109.5,116.0,186.0,114.4,1983,1980s,Vauxhall-Opel,1.00524475524476,110.420869565217
1477,Renault 11 1.4 Turbo - [1986],115,5750,122.0,3000.0,0.0,1397.0,85.2,116.0,186.0,127.0,1986,1980s,Renault,0.905511811023622,134.730434782609
1478,MG Maestro 2.0 EFi - [1984],115,5600,134.0,2800.0,0.0,1994.0,121.6,115.0,185.0,116.8,1984,1980s,MG,0.98458904109589,136.09739130434798
1479,Nissan Cherry 1.5 Turbo - [1984],114,5600,121.0,3200.0,0.0,1488.0,90.8,114.0,183.0,128.9,1984,1980s,Nissan,0.884406516679597,136.814912280702
1480,Ford Escort MK1 RS1600 - [1970],113,6500,105.0,4000.0,0.0,1599.0,97.5,113.0,181.0,143.9,1970,1970s,Ford,0.7852675469075749,133.712389380531
1481,Audi Coupe 2.0 GT - [1984],113,5400,122.0,3200.0,0.0,1994.0,121.6,116.0,186.0,107.6,1984,1980s,Audi,1.05018587360595,116.16991150442499
1482,Peugeot 205 GTi 1.6 8v - [1986],113,6250,99.0,4000.0,0.0,1580.0,96.4,121.0,194.0,125.5,1986,1980s,Peugeot,0.9003984063745021,109.95132743362801
1483,Volkswagen(VW) Golf 1.8 8v GTi - [1982],112,5800,109.0,3500.0,0.0,1781.0,108.6,112.0,180.0,133.3,1982,1980s,Volkswagen(VW),0.840210052513128,129.729464285714
1484,Audi 80 GT 1.8 - [1975],112,5800,118.0,3500.0,0.0,1781.0,108.6,116.0,186.0,119.7,1975,1970s,Audi,0.935672514619883,126.1125
1485,Renault 5 Gordini Turbo - [1984],110,6000,108.0,4000.0,0.0,1397.0,85.2,112.0,180.0,126.4,1984,1980s,Renault,0.8702531645569621,124.101818181818
1486,Austin-Healey 100 M BN2 2.6L - [1955],110,4500,160.0,2500.0,0.0,2660.0,162.3,109.0,175.0,100.9,1955,1950s,Austin-Healey,1.09018830525273,146.763636363636
1487,Ford Escort 1.6 Twin Cam - [1968],110,6000,145.0,4500.0,0.0,1558.0,95.0,113.0,181.0,126.2,1968,1960s,Ford,0.871632329635499,166.354545454545
1488,Citroen DS3 1.6 HDi 110 - [2009],110,3600,199.0,1750.0,0.0,1560.0,95.1,118.0,189.0,94.4,2009,2000s,Citroen,1.1652542372881398,170.778181818182
1489,Vauxhall-Opel Manta 2.0 GTE Coupe - [1982],110,5400,119.0,3400.0,0.0,1979.0,120.7,119.0,191.0,100.9,1982,1980s,Vauxhall-Opel,1.09018830525273,109.155454545455
1490,Chevrolet Vega Cosworth Twin Cam - [1975],110,5600,107.0,4800.0,0.0,1994.0,121.6,112.0,180.0,97.7,1975,1970s,Chevrolet,1.12589559877175,95.0354545454545
1491,Ford Fiesta XR2i - [1989],110,6000,102.0,2800.0,0.0,1597.0,97.4,118.0,189.0,119.8,1989,1980s,Ford,0.918196994991653,111.087272727273
